Age,Height,Weight,Bmi,Gender,BmiClass
16,1.65,56,20.56932966,Female,Normal Weight
16,1.64,55,20.44913742,Female,Normal Weight
16,1.652,58.7,21.50889083,Female,Normal Weight
16,1.642,56.6,20.99278827,Female,Normal Weight
16,1.59,42.8,16.92971006,Female,Underweight
16,1.58,40.1,16.06313091,Female,Underweight
16,1.55,35.7,14.85952133,Female,Underweight
16,1.52,32.2,13.93698061,Female,Underweight
16,1.49,29.9,13.46786181,Female,Underweight
16,1.47,28,12.95756398,Female,Underweight
16,1.46,26.3,12.33814975,Female,Underweight
15,1.55,85,35.3798127,Female,Obese Class 2
15,1.62,85,32.38835543,Female,Obese Class 1
15,1.65,100,36.73094582,Male,Obese Class 2
15,1.7,120,41.52249135,Male,Obese Class 3
15,1.55,40,16.64932362,Female,Underweight
15,1.65,55,20.2020202,Female,Normal Weight
15,1.66,56,20.32225287,Male,Normal Weight
15,1.64,54,20.07733492,Female,Normal Weight
15,1.63,53,19.94805977,Female,Normal Weight
15,1.62,52,19.81405274,Male,Normal Weight
15,1.605,55.2,21.42836347,Female,Normal Weight
15,1.597,54,21.17307459,Female,Normal Weight
22,1.78,115,36.29592223,Male,Obese Class 2
32,1.76,130.5,42.1293905,Male,Obese Class 3
42,1.73,146.2,48.8489425,Male,Obese Class 3
25,1.81,128.7,39.28451512,Male,Obese Class 2
35,1.75,141.5,46.20408163,Male,Obese Class 3
45,1.7,155.8,53.9100346,Female,Obese Class 3
28,1.85,142,41.49013879,Male,Obese Class 3
38,1.8,159.6,49.25925926,Male,Obese Class 3
48,1.68,175,62.00396825,Male,Obese Class 3
30,1.8,150,46.2962963,Male,Obese Class 3
40,1.74,165.3,54.59770115,Male,Obese Class 3
50,1.66,182.7,66.30134998,Male,Obese Class 3
24,1.77,124.5,39.73953845,Male,Obese Class 2
34,1.76,138.9,44.84116736,Male,Obese Class 3
44,1.72,154,52.05516495,Male,Obese Class 3
27,1.83,136.2,40.67007077,Male,Obese Class 3
37,1.78,152.3,48.0684257,Male,Obese Class 3
47,1.67,168.9,60.56151171,Male,Obese Class 3
29,1.79,132.1,41.22842608,Male,Obese Class 3
39,1.77,146.3,46.69794759,Male,Obese Class 3
49,1.65,162.5,59.68778696,Female,Obese Class 3
26,1.82,132,39.85025963,Male,Obese Class 2
36,1.76,144,46.48760331,Male,Obese Class 3
46,1.71,158.7,54.27310967,Male,Obese Class 3
31,1.78,127.8,40.33581618,Male,Obese Class 3
41,1.75,151,49.30612245,Female,Obese Class 3
17,1.65,60.5,22.22222222,Female,Normal Weight
25,1.75,70.2,22.92244898,Male,Normal Weight
32,1.8,76.8,23.7037037,Male,Normal Weight
22,1.68,63.5,22.49858277,Female,Normal Weight
39,1.7,72.9,25.22491349,Female,Overweight
48,1.62,68.7,26.17741198,Female,Overweight
19,1.7,67.3,23.28719723,Male,Normal Weight
28,1.78,74.6,23.54500694,Male,Normal Weight
35,1.75,71.8,23.44489796,Male,Normal Weight
44,1.69,70.3,24.6139841,Female,Normal Weight
20,1.72,66,22.30935641,Male,Normal Weight
29,1.79,75.3,23.50113917,Male,Normal Weight
37,1.72,69.5,23.49242834,Female,Normal Weight
47,1.66,68,24.67702134,Male,Normal Weight
21,1.69,65.7,23.00339624,Male,Normal Weight
31,1.76,72,23.24380165,Male,Normal Weight
38,1.71,70.2,24.00738689,Female,Normal Weight
49,1.64,67.3,25.02230815,Female,Overweight
24,1.73,68.5,22.88750042,Male,Normal Weight
33,1.81,78.4,23.93089344,Male,Normal Weight
41,1.67,68.9,24.70508086,Female,Normal Weight
50,1.63,67,25.21735858,Female,Overweight
23,1.71,67,22.91303307,Male,Normal Weight
30,1.77,73.5,23.46069137,Male,Normal Weight
36,1.74,70.8,23.38485929,Male,Normal Weight
46,1.68,69.2,24.51814059,Male,Normal Weight
18,1.66,62.3,22.60850631,Male,Normal Weight
27,1.74,71.5,23.61606553,Male,Normal Weight
34,1.78,73.2,23.10314354,Male,Normal Weight
42,1.65,66.2,24.31588613,Male,Normal Weight
16,1.6,55,21.484375,Female,Normal Weight
26,1.72,68.5,23.15440779,Male,Normal Weight
37,1.76,73.2,23.63119835,Male,Normal Weight
47,1.66,63.7,23.11656264,Female,Normal Weight
18,1.68,62.8,22.25056689,Female,Normal Weight
29,1.79,71.4,22.28394869,Male,Normal Weight
40,1.73,70,23.38868656,Male,Normal Weight
49,1.65,63.3,23.25068871,Female,Normal Weight
19,1.66,59.5,21.59239367,Female,Normal Weight
30,1.76,68,21.95247934,Male,Normal Weight
42,1.69,67.2,23.52858793,Male,Normal Weight
50,1.64,62.7,23.31201666,Female,Normal Weight
21,1.72,65.7,22.20795024,Male,Normal Weight
32,1.78,70.5,22.25097841,Male,Normal Weight
44,1.7,66.9,23.14878893,Male,Normal Weight
22,1.69,64.3,22.51321732,Male,Normal Weight
34,1.75,69.8,22.79183673,Female,Normal Weight
46,1.68,63.8,22.60487528,Female,Normal Weight
23,1.7,63.5,21.97231834,Male,Normal Weight
35,1.77,70.3,22.43927352,Male,Normal Weight
48,1.65,63.1,23.17722681,Male,Normal Weight
25,1.71,66.7,22.8104374,Male,Normal Weight
36,1.75,70.1,22.88979592,Male,Normal Weight
45,1.67,63.5,22.76883359,Male,Normal Weight
27,1.74,68.2,22.52609328,Male,Normal Weight
38,1.78,71,22.40878677,Male,Normal Weight
16,1.62,50,19.05197378,Female,Normal Weight
26,1.67,55.5,19.90031912,Male,Normal Weight
36,1.7,57.8,20,Male,Normal Weight
46,1.73,60.2,20.11427044,Male,Normal Weight
17,1.63,51.2,19.27057849,Female,Normal Weight
27,1.68,56,19.84126984,Male,Normal Weight
37,1.71,58.1,19.86936151,Male,Normal Weight
47,1.74,61,20.14797199,Female,Normal Weight
18,1.64,52.5,19.51963117,Female,Normal Weight
28,1.69,56.7,19.85224607,Female,Normal Weight
38,1.72,59,19.94321255,Male,Normal Weight
48,1.75,62.3,20.34285714,Male,Normal Weight
19,1.65,53.8,19.76124885,Female,Normal Weight
29,1.7,57.3,19.82698962,Female,Normal Weight
39,1.73,59.9,20.01403321,Male,Normal Weight
49,1.76,63.6,20.53202479,Male,Normal Weight
20,1.66,55,19.95935549,Male,Normal Weight
30,1.71,58.5,20.00615574,Female,Normal Weight
40,1.74,60.7,20.0488836,Male,Normal Weight
50,1.77,64.9,20.71563089,Male,Normal Weight
21,1.67,56.2,20.15131414,Female,Normal Weight
31,1.72,59,19.94321255,Male,Normal Weight
41,1.75,61.5,20.08163265,Male,Normal Weight
22,1.68,57.5,20.37273243,Male,Normal Weight
32,1.73,60.8,20.3147449,Male,Normal Weight
42,1.76,62.2,20.08006198,Male,Normal Weight
23,1.69,58.7,20.55250166,Female,Normal Weight
33,1.74,61.2,20.21403092,Male,Normal Weight
43,1.77,63.4,20.23684127,Male,Normal Weight
24,1.7,60,20.76124567,Male,Normal Weight
34,1.75,61.8,20.17959184,Male,Normal Weight
44,1.78,64.8,20.45196314,Male,Normal Weight
25,1.71,61.2,20.92951677,Male,Normal Weight
35,1.76,62.4,20.1446281,Male,Normal Weight
45,1.79,65.7,20.504978,Female,Normal Weight
16,1.65,65.5,24.05876951,Female,Normal Weight
26,1.7,75.6,26.15916955,Female,Overweight
36,1.75,85.8,28.01632653,Male,Overweight
46,1.8,95.9,29.59876543,Male,Overweight
17,1.67,68,24.38237298,Female,Normal Weight
27,1.72,78.2,26.43320714,Male,Overweight
37,1.77,88.3,28.18474895,Male,Overweight
47,1.82,98.4,29.70655718,Male,Overweight
18,1.69,70.5,24.68400966,Male,Normal Weight
28,1.74,80.8,26.68780552,Female,Overweight
38,1.79,90.9,28.36990106,Male,Overweight
48,1.84,101,29.83223062,Male,Overweight
19,1.7,73,25.25951557,Male,Overweight
29,1.76,83.3,26.89178719,Male,Overweight
39,1.81,93.5,28.54003236,Male,Overweight
49,1.86,104.6,30.23470921,Male,Obese Class 1
20,1.72,75.6,25.5543537,Male,Overweight
30,1.78,85.7,27.04835248,Male,Overweight
40,1.83,96.1,28.69598973,Male,Overweight
50,1.88,107.2,30.33046627,Male,Obese Class 1
21,1.74,78.1,25.79601004,Male,Overweight
31,1.8,88.2,27.22222222,Male,Overweight
41,1.85,98.7,28.8385683,Male,Overweight
22,1.76,80.7,26.05242769,Male,Overweight
32,1.82,90.6,27.35176911,Male,Overweight
42,1.87,101.3,28.96851497,Male,Overweight
23,1.78,83.3,26.29087236,Male,Overweight
33,1.84,93.1,27.49881853,Male,Overweight
43,1.89,104,29.11452647,Male,Overweight
24,1.8,85.8,26.48148148,Male,Overweight
34,1.86,95.7,27.66215747,Male,Overweight
44,1.91,106.9,29.30292481,Male,Overweight
25,1.82,88.4,26.68759812,Male,Overweight
35,1.88,98.5,27.86894522,Male,Overweight
45,1.93,109.9,29.50414776,Male,Overweight
